,,,"GGUN-FL Fluorometer #323  - Signals in mV ",,,,,,,,,,
,,,"------","-------------","---------","-------------","--",,,,,,
"#","Time","R","Tracer 1","Tracer 2","Tracer 3","Turbidity  ","Baseline","Battery V","T","Conductiv","temps","Débit  (m3/s)","Concentration Fluo (kg/m3)"
751,"22/05/01-06:06:08",0,14.24,1.56,2.48,17.54,13.93,12.85,6.69,0.106,31.2645000000009,0.178126458315958,0.0000002794385
752,"22/05/01-06:21:08",0,14.24,1.57,2.5,17.6,13.93,12.85,6.69,0.105,31.2749166666676,0.178126458315952,0.0000002794385
753,"22/05/01-06:36:08",0,14.31,1.58,2.47,17.54,13.91,12.85,6.69,0.105,31.2853333333342,0.178126458315952,0.000000283222
754,"22/05/01-06:51:08",0,14.21,1.55,2.48,17.48,13.97,12.85,6.69,0.108,31.2957500000009,0.177608875145251,0.000000277817
755,"22/05/01-07:06:08",0,14.25,1.55,2.5,17.48,13.95,12.85,6.69,0.109,31.3061666666676,0.17723395443593,0.000000279979
756,"22/05/01-07:21:08",0,14.26,1.57,2.51,17.38,13.92,12.85,6.7,0.122,31.3165833333342,0.177008709673227,0.0000002805195
757,"22/05/01-07:36:08",0,14.28,1.56,2.48,17.5,13.92,12.85,6.7,0.097,31.3270000000009,0.177608875145251,0.0000002816005
758,"22/05/01-07:51:08",0,14.26,1.56,2.48,17.52,13.93,12.85,6.7,0.114,31.3374166666676,0.178126458315952,0.0000002805195
759,"22/05/01-08:06:07",0,14.35,1.56,2.47,17.6,13.91,12.85,6.7,0.103,31.3478333333342,0.178126458315952,0.000000285384
760,"22/05/01-08:21:07",0,14.36,1.56,2.46,17.51,13.92,12.85,6.69,0.109,31.3582500000009,0.177608875145251,0.0000002859245
761,"22/05/01-08:36:07",0,14.37,1.59,2.48,17.6,13.93,12.85,6.69,0.098,31.3686666666676,0.178126458315952,0.000000286465
762,"22/05/01-08:51:07",0,14.42,1.55,2.44,17.51,13.94,12.85,6.69,0.109,31.3790833333342,0.177608875145251,0.0000002891675
763,"22/05/01-09:06:07",0,14.38,1.54,2.46,17.45,13.94,12.84,6.69,0.112,31.3895000000009,0.17723395443593,0.0000002870055
764,"22/05/01-09:21:07",0,14.46,1.55,2.46,17.44,13.92,12.84,6.7,0.103,31.3999166666676,0.177036108653007,0.0000002913295
765,"22/05/01-09:36:07",0,14.5,1.57,2.47,17.48,13.91,12.84,6.7,0.105,31.4103333333342,0.177750406864117,0.0000002934915
766,"22/05/01-09:51:07",0,14.5,1.56,2.48,17.66,13.89,12.85,6.7,0.113,31.4207500000009,0.177750406864117,0.0000002934915
767,"22/05/01-10:06:07",0,14.55,1.57,2.47,17.61,13.92,12.85,6.7,0.107,31.4311666666676,0.177750406864117,0.000000296194
768,"22/05/01-10:21:07",0,14.59,1.56,2.44,17.44,13.92,12.85,6.7,0.096,31.4415833333342,0.178384391183869,0.000000298356
769,"22/05/01-10:36:07",0,14.61,1.56,2.43,17.47,13.92,12.85,6.7,0.112,31.4520000000009,0.180245938024441,0.000000299437
770,"22/05/01-10:51:07",0,14.49,1.56,2.43,17.52,14.01,12.85,6.7,0.104,31.4624166666676,0.178384391183869,0.000000292951
771,"22/05/01-11:06:06",0,14.65,1.55,2.46,17.42,13.93,12.85,6.7,0.114,31.4728333333342,0.177750406864117,0.000000301599
772,"22/05/01-11:21:06",0,14.55,1.56,2.44,17.39,13.93,12.86,6.7,0.111,31.4832500000009,0.177750406864108,0.000000296194
773,"22/05/01-11:36:06",0,14.63,1.54,2.44,17.44,13.93,12.86,6.7,0.109,31.4936666666676,0.179213520604172,0.000000300518
774,"22/05/01-11:51:06",0,14.64,1.57,2.43,17.51,13.9,12.86,6.7,0.118,31.5040833333342,0.179213520604172,0.0000003010585
775,"22/05/01-12:06:06",0,14.63,1.58,2.44,17.54,13.93,12.86,6.7,0.105,31.5145000000009,0.179213520604172,0.000000300518
776,"22/05/01-12:21:06",0,14.62,1.56,2.45,17.39,13.93,12.86,6.7,0.101,31.5249166666676,0.177750406864117,0.0000002999775
777,"22/05/01-12:36:06",0,14.58,1.55,2.45,17.42,13.95,12.86,6.71,0.109,31.5353333333343,0.178384391183869,0.0000002978155
778,"22/05/01-12:51:06",0,14.57,1.58,2.46,17.41,13.93,12.86,6.71,0.105,31.5457500000009,0.180245938024441,0.000000297275
779,"22/05/01-13:06:06",0,14.6,1.57,2.45,17.44,13.91,12.86,6.71,0.113,31.5561666666676,0.180245938024441,0.0000002988965
780,"22/05/01-13:21:06",0,14.57,1.56,2.44,17.39,13.93,12.86,6.71,0.111,31.5665833333343,0.179213520604172,0.000000297275
781,"22/05/01-13:36:06",0,14.59,1.56,2.44,17.38,13.91,12.87,6.71,0.103,31.5770000000009,0.181489947688953,0.000000298356
782,"22/05/01-13:51:06",0,14.51,1.56,2.42,17.39,13.93,12.87,6.71,0.105,31.5874166666676,0.182954015186891,0.000000294032
783,"22/05/01-14:06:05",0,14.53,1.57,2.44,17.48,13.9,12.87,6.71,0.106,31.5978333333343,0.186576992764141,0.000000295113
784,"22/05/01-14:21:05",0,14.41,1.56,2.43,17.37,13.99,12.87,6.71,0.114,31.6082500000009,,
785,"22/05/01-14:36:05",0,14.45,1.58,2.42,17.38,13.92,12.87,6.71,0.106,31.6186666666676,,
786,"22/05/01-14:51:05",0,14.37,1.54,2.42,17.3,14,12.87,6.72,0.115,31.6290833333343,,
787,"22/05/01-15:06:05",0,14.39,1.57,2.43,17.28,13.94,12.87,6.72,0.112,31.6395000000009,,
